     1      0.31415927      0.99990973     -0.90297367      0.00335042      0.00069359
     1      0.94247780      0.99971172     -0.67197767      0.00281644      0.00065740
     1      1.57079633      0.99981826     -0.49909742      0.00228506      0.00125577
     1      2.19911486      0.99982590     -0.39233056      0.00320222      0.00113266
     1      2.82743339      0.99932844     -0.31859789      0.00222202      0.00127537
     1      3.45575192      1.00078253     -0.27037164      0.00242429      0.00175627
     1      4.08407045      0.99772033     -0.23247951      0.00260407      0.00138652
     1      4.71238898      0.99821780     -0.20404751      0.00339021      0.00261486
     1      5.34070751      1.00031563     -0.18213243      0.00360961      0.00235679
     1      5.96902604      1.00188015     -0.16201739      0.00297256      0.00220082
     1      6.59734457      0.99986226     -0.14980259      0.00302156      0.00236594
     1      7.22566310      0.99894712     -0.14187896      0.00236517      0.00250068
     1      7.85398163      0.99883114     -0.12862133      0.00305814      0.00229397
     1      8.48230016      0.99864261     -0.11595638      0.00379163      0.00270736
     1      9.11061870      0.99808593     -0.10699240      0.00406177      0.00303215
     1      9.73893723      0.99726104     -0.10109561      0.00366359      0.00265551
     1     10.36725576      0.99639657     -0.09665079      0.00294116      0.00230872
     1     10.99557429      0.99567326     -0.09252441      0.00253050      0.00238493
     1     11.62389282      0.99517885     -0.08826150      0.00275847      0.00261840
     1     12.25221135      0.99492853     -0.08383240      0.00327735      0.00277863
     1     12.88052988      0.99489625     -0.07937959      0.00372341      0.00285422
     1     13.50884841      0.99503839     -0.07507201      0.00397246      0.00292501
     1     14.13716694      0.99530826     -0.07104431      0.00402171      0.00305888
     1     14.76548547      0.99566350     -0.06738190      0.00391249      0.00326871
     1     15.39380400      0.99606909     -0.06412543      0.00369845      0.00352605
     1     16.02212253      0.99649791     -0.06128132      0.00343296      0.00379317
     1     16.65044106      0.99692999     -0.05883261      0.00316381      0.00404098
     1     17.27875959      0.99735138     -0.05674796      0.00292928      0.00425262
     1     17.90707813      0.99775283     -0.05498853      0.00275358      0.00442132
     1     18.53539666      0.99812870     -0.05351279      0.00264443      0.00454721
     1     19.16371519      0.99847598     -0.05227975      0.00259704      0.00463452
     1     19.79203372      0.99879355     -0.05125088      0.00260164      0.00468954
     1     20.42035225      0.99908156     -0.05039128      0.00264855      0.00471924
     1     21.04867078      0.99934102     -0.04967005      0.00272939      0.00473045
     1     21.67698931      0.99957347     -0.04906047      0.00283631      0.00472928
     1     22.30530784      0.99978074     -0.04853974      0.00296170      0.00472087
     1     22.93362637      0.99996481     -0.04808872      0.00309842      0.00470929
     1     23.56194490      1.00012769     -0.04769151      0.00324043      0.00469758
     1     24.19026343      1.00027132     -0.04733504      0.00338317      0.00468783
     1     24.81858196      1.00039759     -0.04700871      0.00352349      0.00468133
     1     25.44690049      1.00050823     -0.04670399      0.00365943      0.00467871
     1     26.07521902      1.00060488     -0.04641410      0.00378991      0.00468014
     1     26.70353756      1.00068901     -0.04613371      0.00391445      0.00468545
     1     27.33185609      1.00076198     -0.04585869      0.00403298      0.00469423
     1     27.96017462      1.00082501     -0.04558590      0.00414567      0.00470595
     1     28.58849315      1.00087919     -0.04531298      0.00425280      0.00472002
     1     29.21681168      1.00092553     -0.04503823      0.00435477      0.00473583
     1     29.84513021      1.00096489     -0.04476046      0.00445194      0.00475281
     1     30.47344874      1.00099808     -0.04447889      0.00454473      0.00477043
     1     31.10176727      1.00102580     -0.04419305      0.00463349      0.00478820
     1     31.73008580      1.00104868     -0.04390273      0.00471857      0.00480572
     1     32.35840433      1.00106728     -0.04360791      0.00480029      0.00482262
     1     32.98672286      1.00108210     -0.04330872      0.00487891      0.00483861
     1     33.61504139      1.00109357     -0.04300539      0.00495469      0.00485346
     1     34.24335992      1.00110211     -0.04269822      0.00502784      0.00486696
     1     34.87167845      1.00110805     -0.04238758      0.00509856      0.00487897
     1     35.49999699      1.00111170     -0.04207386      0.00516702      0.00488940
     1     36.12831552      1.00111335     -0.04175748      0.00523335      0.00489815
     1     36.75663405      1.00111324     -0.04143885      0.00529769      0.00490520
     1     37.38495258      1.00111159     -0.04111840      0.00536015      0.00491052
     1     38.01327111      1.00110860     -0.04079653      0.00542083      0.00491412
     1     38.64158964      1.00110443     -0.04047365      0.00547981      0.00491600
     1     39.26990817      1.00109924     -0.04015012      0.00553719      0.00491621
     1     39.89822670      1.00109316     -0.03982632      0.00559301      0.00491479
     1     40.52654523      1.00108632     -0.03950259      0.00564736      0.00491179
     1     41.15486376      1.00107883     -0.03917924      0.00570027      0.00490726
     1     41.78318229      1.00107078     -0.03885657      0.00575181      0.00490128
     1     42.41150082      1.00106225     -0.03853485      0.00580203      0.00489390
     1     43.03981935      1.00105333     -0.03821435      0.00585096      0.00488519
     1     43.66813788      1.00104407     -0.03789530      0.00589865      0.00487523
     1     44.29645642      1.00103454     -0.03757790      0.00594513      0.00486407
     1     44.92477495      1.00102480     -0.03726236      0.00599044      0.00485180
     1     45.55309348      1.00101487     -0.03694884      0.00603462      0.00483847
     1     46.18141201      1.00100482     -0.03663752      0.00607770      0.00482416
     1     46.80973054      1.00099467     -0.03632852      0.00611970      0.00480893
     1     47.43804907      1.00098446     -0.03602198      0.00616066      0.00479284
     1     48.06636760      1.00097422     -0.03571802      0.00620061      0.00477595
     1     48.69468613      1.00096396     -0.03541672      0.00623957      0.00475832
     1     49.32300466      1.00095372     -0.03511819      0.00627757      0.00474000
     1     49.95132319      1.00094351     -0.03482249      0.00631464      0.00472105
     1     50.57964172      1.00093335     -0.03452969      0.00635080      0.00470153
     1     51.20796025      1.00092325     -0.03423985      0.00638608      0.00468146
     1     51.83627878      1.00091324     -0.03395301      0.00642049      0.00466091
     1     52.46459731      1.00090330     -0.03366922      0.00645407      0.00463992
     1     53.09291585      1.00089347     -0.03338850      0.00648683      0.00461852
     1     53.72123438      1.00088374     -0.03311088      0.00651880      0.00459676
     1     54.34955291      1.00087413     -0.03283638      0.00655000      0.00457468
     1     54.97787144      1.00086463     -0.03256500      0.00658045      0.00455230
     1     55.60618997      1.00085526     -0.03229677      0.00661017      0.00452966
     1     56.23450850      1.00084601     -0.03203167      0.00663917      0.00450679
     1     56.86282703      1.00083690     -0.03176970      0.00666749      0.00448371
     1     57.49114556      1.00082792     -0.03151087      0.00669513      0.00446047
     1     58.11946409      1.00081908     -0.03125515      0.00672212      0.00443707
     1     58.74778262      1.00081037     -0.03100254      0.00674847      0.00441356
     1     59.37610115      1.00080180     -0.03075302      0.00677420      0.00438993
     1     60.00441968      1.00079338     -0.03050657      0.00679933      0.00436623
     1     60.63273821      1.00078509     -0.03026317      0.00682387      0.00434247
     1     61.26105675      1.00077694     -0.03002280      0.00684784      0.00431866
     1     61.88937528      1.00076893     -0.02978542      0.00687125      0.00429482
     1     62.51769381      1.00076105     -0.02955103      0.00689413      0.00427097
     1     63.14601234      1.00075332     -0.02931958      0.00691648      0.00424713
     1     63.77433087      1.00074572     -0.02909105      0.00693832      0.00422330
     1     64.40264940      1.00073825     -0.02886540      0.00695966      0.00419950
     1     65.03096793      1.00073092     -0.02864261      0.00698052      0.00417575
     1     65.65928646      1.00072372     -0.02842264      0.00700090      0.00415205
     1     66.28760499      1.00071665     -0.02820546      0.00702083      0.00412841
     1     66.91592352      1.00070971     -0.02799104      0.00704032      0.00410484
     1     67.54424205      1.00070289     -0.02777934      0.00705937      0.00408136
     1     68.17256058      1.00069620     -0.02757033      0.00707799      0.00405796
     1     68.80087911      1.00068964     -0.02736397      0.00709621      0.00403466
     1     69.42919764      1.00068319     -0.02716023      0.00711403      0.00401146
     1     70.05751618      1.00067687     -0.02695907      0.00713145      0.00398838
     1     70.68583471      1.00067066     -0.02676045      0.00714850      0.00396541
     1     71.31415324      1.00066456     -0.02656435      0.00716518      0.00394256
     1     71.94247177      1.00065858     -0.02637073      0.00718150      0.00391984
     1     72.57079030      1.00065271     -0.02617954      0.00719747      0.00389724
     1     73.19910883      1.00064695     -0.02599077      0.00721310      0.00387479
     1     73.82742736      1.00064129     -0.02580436      0.00722840      0.00385247
     1     74.45574589      1.00063574     -0.02562030      0.00724338      0.00383029
     1     75.08406442      1.00063029     -0.02543853      0.00725804      0.00380826
     1     75.71238295      1.00062494     -0.02525904      0.00727240      0.00378637
     1     76.34070148      1.00061969     -0.02508177      0.00728646      0.00376463
     1     76.96902001      1.00061454     -0.02490671      0.00730022      0.00374305
     1     77.59733854      1.00060949     -0.02473382      0.00731371      0.00372162
     1     78.22565707      1.00060452     -0.02456307      0.00732691      0.00370034
     1     78.85397561      1.00059965     -0.02439441      0.00733985      0.00367922
     1     79.48229414      1.00059486     -0.02422783      0.00735253      0.00365826
     1     80.11061267      1.00059017     -0.02406328      0.00736495      0.00363745
     1     80.73893120      1.00058555     -0.02390075      0.00737712      0.00361681
     1     81.36724973      1.00058103     -0.02374018      0.00738905      0.00359632
     1     81.99556826      1.00057658     -0.02358157      0.00740075      0.00357600
     1     82.62388679      1.00057221     -0.02342487      0.00741221      0.00355584
     1     83.25220532      1.00056793     -0.02327006      0.00742345      0.00353584
     1     83.88052385      1.00056372     -0.02311711      0.00743447      0.00351600
     1     84.50884238      1.00055958     -0.02296598      0.00744527      0.00349632
     1     85.13716091      1.00055552     -0.02281665      0.00745587      0.00347680
     1     85.76547944      1.00055153     -0.02266910      0.00746626      0.00345745
     1     86.39379797      1.00054761     -0.02252329      0.00747645      0.00343825
     1     87.02211650      1.00054376     -0.02237920      0.00748645      0.00341922
     1     87.65043504      1.00053998     -0.02223680      0.00749626      0.00340034
     1     88.27875357      1.00053627     -0.02209606      0.00750589      0.00338163
     1     88.90707210      1.00053262     -0.02195697      0.00751533      0.00336307
     1     89.53539063      1.00052903     -0.02181948      0.00752460      0.00334467
     1     90.16370916      1.00052551     -0.02168359      0.00753370      0.00332643
     1     90.79202769      1.00052204     -0.02154926      0.00754263      0.00330834
     1     91.42034622      1.00051864     -0.02141646      0.00755139      0.00329041
     1     92.04866475      1.00051529     -0.02128519      0.00756000      0.00327264
     1     92.67698328      1.00051200     -0.02115541      0.00756845      0.00325501
     1     93.30530181      1.00050877     -0.02102710      0.00757674      0.00323754
     1     93.93362034      1.00050559     -0.02090023      0.00758489      0.00322023
     1     94.56193887      1.00050247     -0.02077479      0.00759289      0.00320306
     1     95.19025740      1.00049940     -0.02065076      0.00760075      0.00318604
     1     95.81857593      1.00049638     -0.02052810      0.00760847      0.00316917
     1     96.44689447      1.00049341     -0.02040681      0.00761606      0.00315245
     1     97.07521300      1.00049049     -0.02028686      0.00762351      0.00313587
     1     97.70353153      1.00048762     -0.02016822      0.00763083      0.00311944
     1     98.33185006      1.00048479     -0.02005089      0.00763803      0.00310315
     1     98.96016859      1.00048201     -0.01993484      0.00764510      0.00308700
     1     99.58848712      1.00047928     -0.01982005      0.00765205      0.00307100
     1    100.21680565      1.00047659     -0.01970650      0.00765888      0.00305513
     1    100.84512418      1.00047395     -0.01959418      0.00766559      0.00303941
     1    101.47344271      1.00047135     -0.01948306      0.00767219      0.00302382
     1    102.10176124      1.00046879     -0.01937313      0.00767868      0.00300836
     1    102.73007977      1.00046627     -0.01926437      0.00768506      0.00299305
     1    103.35839830      1.00046379     -0.01915676      0.00769134      0.00297786
     1    103.98671683      1.00046135     -0.01905028      0.00769751      0.00296281
     1    104.61503536      1.00045895     -0.01894493      0.00770357      0.00294789
     1    105.24335390      1.00045658     -0.01884068      0.00770954      0.00293310
     1    105.87167243      1.00045426     -0.01873751      0.00771542      0.00291844
     1    106.49999096      1.00045197     -0.01863542      0.00772119      0.00290391
     1    107.12830949      1.00044971     -0.01853438      0.00772687      0.00288950
     1    107.75662802      1.00044749     -0.01843438      0.00773246      0.00287522
     1    108.38494655      1.00044531     -0.01833540      0.00773797      0.00286106
     1    109.01326508      1.00044316     -0.01823743      0.00774338      0.00284702
     1    109.64158361      1.00044104     -0.01814046      0.00774871      0.00283310
     1    110.26990214      1.00043895     -0.01804447      0.00775395      0.00281931
     1    110.89822067      1.00043690     -0.01794945      0.00775911      0.00280563
     1    111.52653920      1.00043488     -0.01785538      0.00776419      0.00279207
     1    112.15485773      1.00043288     -0.01776225      0.00776919      0.00277863
     1    112.78317626      1.00043092     -0.01767005      0.00777411      0.00276530
     1    113.41149479      1.00042898     -0.01757876      0.00777896      0.00275209
     1    114.03981333      1.00042708     -0.01748837      0.00778373      0.00273898
     1    114.66813186      1.00042520     -0.01739887      0.00778843      0.00272599
     1    115.29645039      1.00042335     -0.01731025      0.00779306      0.00271311
     1    115.92476892      1.00042153     -0.01722249      0.00779762      0.00270034
     1    116.55308745      1.00041973     -0.01713558      0.00780211      0.00268768
     1    117.18140598      1.00041796     -0.01704951      0.00780653      0.00267512
     1    117.80972451      1.00041622     -0.01696427      0.00781089      0.00266268
     1    118.43804304      1.00041450     -0.01687984      0.00781518      0.00265033
     1    119.06636157      1.00041281     -0.01679622      0.00781941      0.00263809
     1    119.69468010      1.00041114     -0.01671340      0.00782357      0.00262595
     1    120.32299863      1.00040949     -0.01663136      0.00782768      0.00261391
     1    120.95131716      1.00040787     -0.01655009      0.00783172      0.00260197
     1    121.57963569      1.00040627     -0.01646959      0.00783571      0.00259013
     1    122.20795422      1.00040469     -0.01638984      0.00783964      0.00257839
     1    122.83627276      1.00040314     -0.01631083      0.00784351      0.00256675
     1    123.46459129      1.00040160     -0.01623256      0.00784732      0.00255520
     1    124.09290982      1.00040009     -0.01615500      0.00785108      0.00254375
     1    124.72122835      1.00039860     -0.01607817      0.00785479      0.00253239
     1    125.34954688      1.00039713     -0.01600203      0.00785845      0.00252113
     1    125.97786541      1.00039568     -0.01592659      0.00786205      0.00250995
     1    126.60618394      1.00039425     -0.01585184      0.00786560      0.00249887
     1    127.23450247      1.00039284     -0.01577776      0.00786911      0.00248788
     1    127.86282100      1.00039144     -0.01570435      0.00787256      0.00247698
